train_share,accuracy,f1_macro,f1_weighted
0.1,0.477289972899729,0.4185882987766798,0.48061291947630636
0.2,0.5232926829268293,0.47514981982575577,0.5075521729578251
0.3,0.5290592334494774,0.4866277823042106,0.5268678022139659
0.4,0.5352845528455284,0.5254869688546014,0.5414395321057152
0.5,0.5800975609756097,0.5732943688411232,0.5832437700410394
0.6,0.6009756097560975,0.6066209561050908,0.6046059216300615
0.7,0.6165853658536585,0.6287555537318681,0.6211275165020674
0.8,0.6160975609756097,0.6277573358262514,0.6166104004613807
0.9,0.6165853658536585,0.643886459758698,0.6201857259944009
