train_share,accuracy,f1_macro,f1_weighted
0.1,0.7239024390243902,0.7117748034101019,0.7262126597738027
0.2,0.7420731707317073,0.7588644041590127,0.7446163527716465
0.3,0.7549825783972125,0.7857992512516252,0.7568640023949013
0.4,0.803739837398374,0.8210414779471742,0.8049796504653687
0.5,0.8083902439024391,0.8284790189263882,0.8097498584364575
0.6,0.8136585365853658,0.8258698917864399,0.8150944775076289
0.7,0.8234146341463414,0.8507926693185858,0.8244332983115722
0.8,0.8258536585365853,0.8516258657902416,0.8262523407979848
0.9,0.8195121951219512,0.8575403031009587,0.8194882657254347
